"Entity","Aliases","Toxicity","Purification_Keywords"
"කොත්තමල්ලි චූර්ණය","ධන්‍යක චූර්ණය","Low","ජලය, සීනි"
"උළුහාල් මුල්","මේතී මුල්","Low","ජලය, සීනි"
"උළුහාල් පොතු","මේතී පොතු","Low","ජලය, සීනි"
"උළුහාල් කොළ","මේතී කොළ","Low","ජලය, සීනි"
"උළුහාල් මල්","මේතී මල්","Low","ජලය, සීනි"
"උළුහාල් ගෙඩි","මේතී ගෙඩි","Low","ජලය, සීනි"
"උළුහාල් ඇට","මේතී ඇට","Low","ජලය, සීනි"
"උළුහාල් යුෂ","මේතී යුෂ","Low","ජලය, සීනි"
"උළුහාල් තෛලය","මේතී තෛලය","Low","ජලය, සීනි"
"උළුහාල් චූර්ණය","මේතී චූර්ණය","Low","ජලය, සීනි"
"කරාබුනැටි මුල්","ලවංග මුල්","Low","ජලය, මී පැණි"
"කරාබුනැටි පොතු","ලවංග පොතු","Low","ජලය, මී පැණි"
"කරාබුනැටි කොළ","ලවංග කොළ","Low","ජලය, මී පැණි"
"කරාබුනැටි මල්","ලවංග මල්","Low","ජලය, මී පැණි"
"කරාබුනැටි ගෙඩි","ලවංග ගෙඩි","Low","ජලය, මී පැණි"
"කරාබුනැටි ඇට","ලවංග ඇට","Low","ජලය, මී පැණි"
"කරාබුනැටි යුෂ","ලවංග යුෂ","Low","ජලය, මී පැණි"
"කරාබුනැටි තෛලය","ලවංග තෛලය","Low","ජලය, මී පැණි"
"කරාබුනැටි චූර්ණය","ලවංග චූර්ණය","Low","ජලය, මී පැණි"
"සාදික්කා මුල්","ජාතිඵල මුල්","Low","ජලය, කිරි"
"සාදික්කා පොතු","ජාතිඵල පොතු","Low","ජලය, කිරි"
"සාදික්කා කොළ","ජාතිඵල කොළ","Low","ජලය, කිරි"
"සාදික්කා මල්","ජාතිඵල මල්","Low","ජලය, කිරි"
"සාදික්කා ගෙඩි","ජාතිඵල ගෙඩි","Low","ජලය, කිරි"
"සාදික්කා ඇට","ජාතිඵල ඇට","Low","ජලය, කිරි"
"සාදික්කා යුෂ","ජාතිඵල යුෂ","Low","ජලය, කිරි"
"සාදික්කා තෛලය","ජාතිඵල තෛලය","Low","ජලය, කිරි"
"සාදික්කා චූර්ණය","ජාතිඵල චූර්ණය","Low","ජලය, කිරි"
"වසාවාසි මුල්","ජාතිපත්‍ර මුල්","Low","ජලය, කිරි"
"වසාවාසි පොතු","ජාතිපත්‍ර පොතු","Low","ජලය, කිරි"
"වසාවාසි කොළ","ජාතිපත්‍ර කොළ","Low","ජලය, කිරි"
"වසාවාසි මල්","ජාතිපත්‍ර මල්","Low","ජලය, කිරි"
"වසාවාසි ගෙඩි","ජාතිපත්‍ර ගෙඩි","Low","ජලය, කිරි"
"වසාවාසි ඇට","ජාතිපත්‍ර ඇට","Low","ජලය, කිරි"
"වසාවාසි යුෂ","ජාතිපත්‍ර යුෂ","Low","ජලය, කිරි"
"වසාවාසි තෛලය","ජාතිපත්‍ර තෛලය","Low","ජලය, කිරි"
"වසාවාසි චූර්ණය","ජාතිපත්‍ර චූර්ණය","Low","ජලය, කිරි"
"කුරුඳු මුල්","ත්වක් මුල්","Low","ජලය, සීනි"
"කුරුඳු පොතු","ත්වක් පොතු","Low","ජලය, සීනි"
"කුරුඳු කොළ","ත්වක් කොළ","Low","ජලය, සීනි"
"කුරුඳු මල්","ත්වක් මල්","Low","ජලය, සීනි"
"කුරුඳු ගෙඩි","ත්වක් ගෙඩි","Low","ජලය, සීනි"
"කුරුඳු ඇට","ත්වක් ඇට","Low","ජලය, සීනි"
"කුරුඳු යුෂ","ත්වක් යුෂ","Low","ජලය, සීනි"
"කුරුඳු තෛලය","ත්වක් තෛලය","Low","ජලය, සීනි"
"කුරුඳු චූර්ණය","ත්වක් චූර්ණය","Low","ජලය, සීනි"
"අමුක්කරා මුල්","අශ්වගන්ධා, තුරගී මුල්","Low","කිරි, ජලය"
"අමුක්කරා පොතු","අශ්වගන්ධා, තුරගී පොතු","Low","කිරි, ජලය"
"අමුක්කරා කොළ","අශ්වගන්ධා, තුරගී කොළ","Low","කිරි, ජලය"
"අමුක්කරා මල්","අශ්වගන්ධා, තුරගී මල්","Low","කිරි, ජලය"
"අමුක්කරා ගෙඩි","අශ්වගන්ධා, තුරගී ගෙඩි","Low","කිරි, ජලය"
"අමුක්කරා ඇට","අශ්වගන්ධා, තුරගී ඇට","Low","කිරි, ජලය"
"අමුක්කරා යුෂ","අශ්වගන්ධා, තුරගී යුෂ","Low","කිරි, ජලය"
"අමුක්කරා තෛලය","අශ්වගන්ධා, තුරගී තෛලය","Low","කිරි, ජලය"
"අමුක්කරා චූර්ණය","අශ්වගන්ධා, තුරගී චූර්ණය","Low","කිරි, ජලය"
"බැබිල මුල්","බලා, වාට්‍යාලක මුල්","Low","ජලය, කිරි"
"බැබිල පොතු","බලා, වාට්‍යාලක පොතු","Low","ජලය, කිරි"
"බැබිල කොළ","බලා, වාට්‍යාලක කොළ","Low","ජලය, කිරි"
"බැබිල මල්","බලා, වාට්‍යාලක මල්","Low","ජලය, කිරි"
"බැබිල ගෙඩි","බලා, වාට්‍යාලක ගෙඩි","Low","ජලය, කිරි"
"බැබිල ඇට","බලා, වාට්‍යාලක ඇට","Low","ජලය, කිරි"
"බැබිල යුෂ","බලා, වාට්‍යාලක යුෂ","Low","ජලය, කිරි"
"බැබිල තෛලය","බලා, වාට්‍යාලක තෛලය","Low","ජලය, කිරි"
"බැබිල චූර්ණය","බලා, වාට්‍යාලක චූර්ණය","Low","ජලය, කිරි"
"අරළු මුල්","හරිදකී, ශිවා, අභයා මුල්","Low","ජලය, මී පැණි"
"අරළු පොතු","හරිදකී, ශිවා, අභයා පොතු","Low","ජලය, මී පැණි"
"අරළු කොළ","හරිදකී, ශිවා, අභයා කොළ","Low","ජලය, මී පැණි"
"අරළු මල්","හරිදකී, ශිවා, අභයා මල්","Low","ජලය, මී පැණි"
"අරළු ගෙඩි","හරිදකී, ශිවා, අභයා ගෙඩි","Low","ජලය, මී පැණි"
"අරළු ඇට","හරිදකී, ශිවා, අභයා ඇට","Low","ජලය, මී පැණි"
"අරළු යුෂ","හරිදකී, ශිවා, අභයා යුෂ","Low","ජලය, මී පැණි"
"අරළු තෛලය","හරිදකී, ශිවා, අභයා තෛලය","Low","ජලය, මී පැණි"
"අරළු චූර්ණය","හරිදකී, ශිවා, අභයා චූර්ණය","Low","ජලය, මී පැණි"
"බුළු මුල්","විභීතක, අක්ෂ මුල්","Low","ජලය, උණු ජලය"
"බුළු පොතු","විභීතක, අක්ෂ පොතු","Low","ජලය, උණු ජලය"
"බුළු කොළ","විභීතක, අක්ෂ කොළ","Low","ජලය, උණු ජලය"
"බුළු මල්","විභීතක, අක්ෂ මල්","Low","ජලය, උණු ජලය"
"බුළු ගෙඩි","විභීතක, අක්ෂ ගෙඩි","Low","ජලය, උණු ජලය"
"බුළු ඇට","විභීතක, අක්ෂ ඇට","Low","ජලය, උණු ජලය"
"බුළු යුෂ","විභීතක, අක්ෂ යුෂ","Low","ජලය, උණු ජලය"
"බුළු තෛලය","විභීතක, අක්ෂ තෛලය","Low","ජලය, උණු ජලය"
"බුළු චූර්ණය","විභීතක, අක්ෂ චූර්ණය","Low","ජලය, උණු ජලය"
"නෙල්ලි මුල්","ආමලකී, ශ්‍රීඵල මුල්","Low","ජලය, සීනි"
"නෙල්ලි පොතු","ආමලකී, ශ්‍රීඵල පොතු","Low","ජලය, සීනි"
"නෙල්ලි කොළ","ආමලකී, ශ්‍රීඵල කොළ","Low","ජලය, සීනි"
"නෙල්ලි මල්","ආමලකී, ශ්‍රීඵල මල්","Low","ජලය, සීනි"
"නෙල්ලි ගෙඩි","ආමලකී, ශ්‍රීඵල ගෙඩි","Low","ජලය, සීනි"
"නෙල්ලි ඇට","ආමලකී, ශ්‍රීඵල ඇට","Low","ජලය, සීනි"
"නෙල්ලි යුෂ","ආමලකී, ශ්‍රීඵල යුෂ","Low","ජලය, සීනි"
"නෙල්ලි තෛලය","ආමලකී, ශ්‍රීඵල තෛලය","Low","ජලය, සීනි"
